,time,open,high,low,close,volume,ticker
144,2015-08-07,3900,3950,3870,3900,220667,ACB
145,2015-08-10,3900,4019,3860,4019,287468,ACB
146,2015-08-11,4040,4100,3960,3960,309493,ACB
147,2015-08-12,3960,4019,3870,3900,491840,ACB
148,2015-08-13,3870,3900,3800,3810,552126,ACB
149,2015-08-14,3810,3810,3740,3760,772335,ACB
150,2015-08-17,3760,3760,3530,3550,1125772,ACB
151,2015-08-18,3530,3630,3450,3600,521619,ACB
152,2015-08-19,3600,3700,3550,3650,362735,ACB
153,2015-08-20,3690,3690,3590,3590,182245,ACB
154,2015-08-21,3570,3590,3470,3590,851858,ACB
155,2015-08-24,3690,3930,3250,3250,1663746,ACB
156,2015-08-25,3260,3420,3150,3390,729322,ACB
157,2015-08-26,3420,3510,3390,3490,565316,ACB
158,2015-08-27,3510,3590,3450,3530,267961,ACB
159,2015-08-28,3530,3570,3510,3570,559810,ACB
160,2015-08-31,3570,3590,3470,3470,186590,ACB
161,2015-09-01,3490,3490,3420,3450,219234,ACB
162,2015-09-03,3450,3490,3420,3440,131193,ACB
163,2015-09-04,3390,3450,3390,3390,129860,ACB
164,2015-09-07,3390,3470,3390,3440,140700,ACB
165,2015-09-08,3440,3600,3420,3600,301747,ACB
166,2015-09-09,3630,3700,3630,3700,702756,ACB
167,2015-09-10,3650,3700,3570,3650,259986,ACB
168,2015-09-11,3650,3660,3590,3600,161434,ACB
169,2015-09-14,3630,3690,3550,3590,119804,ACB
170,2015-09-15,3600,3600,3510,3550,153480,ACB
171,2015-09-16,3510,3570,3510,3550,95791,ACB
172,2015-09-17,3590,3690,3570,3630,647976,ACB
173,2015-09-18,3660,3700,3630,3660,290102,ACB
174,2015-09-21,3660,3690,3650,3660,139262,ACB
175,2015-09-22,3660,3700,3650,3650,302093,ACB
176,2015-09-23,3690,3690,3600,3660,207733,ACB
177,2015-09-24,3660,3870,3650,3700,989427,ACB
178,2015-09-25,3700,3740,3690,3740,322242,ACB
179,2015-09-28,3740,3770,3660,3660,265140,ACB
180,2015-09-29,3650,3700,3570,3690,299147,ACB
181,2015-09-30,3700,3720,3690,3690,123594,ACB
182,2015-10-01,3660,3700,3320,3690,227369,ACB
183,2015-10-02,3690,3700,3690,3700,158695,ACB
184,2015-10-05,3700,3720,3660,3720,220204,ACB
185,2015-10-06,3740,3870,3740,3830,895315,ACB
186,2015-10-07,3870,3870,3770,3770,188078,ACB
187,2015-10-08,3760,3930,3760,3830,541780,ACB
188,2015-10-09,3900,3930,3870,3910,557772,ACB
189,2015-10-12,3930,3960,3900,3960,479803,ACB
190,2015-10-13,3930,3950,3910,3950,230664,ACB
191,2015-10-14,3930,3950,3900,3950,296896,ACB
192,2015-10-15,3910,3960,3900,3950,371189,ACB
193,2015-10-16,3960,3980,3930,3930,431631,ACB
194,2015-10-19,3860,3960,3860,3930,178784,ACB
195,2015-10-20,3930,3950,3870,3910,149907,ACB
196,2015-10-21,3910,3950,3900,3900,282119,ACB
197,2015-10-22,3870,3950,3870,3950,176203,ACB
198,2015-10-23,3950,3960,3930,3950,175412,ACB
199,2015-10-26,3950,3980,3950,3960,246978,ACB
200,2015-10-27,3930,3960,3910,3960,72424,ACB
201,2015-10-28,3910,3950,3910,3910,78194,ACB
202,2015-10-29,3930,3950,3910,3950,204951,ACB
203,2015-10-30,3930,3980,3930,3950,167701,ACB
204,2015-11-02,3950,3950,3870,3910,49251,ACB
205,2015-11-03,3870,3930,3870,3910,126751,ACB
206,2015-11-04,3930,3930,3870,3870,114262,ACB
207,2015-11-05,3870,3910,3870,3900,130706,ACB
208,2015-11-06,3910,3930,3830,3910,60404,ACB
209,2015-11-09,3930,3930,3870,3870,62807,ACB
210,2015-11-10,4080,4080,3830,3830,59686,ACB
211,2015-11-11,3860,3860,3770,3770,63351,ACB
212,2015-11-12,3800,3860,3770,3860,192162,ACB
213,2015-11-13,3860,3900,3830,3900,89348,ACB
214,2015-11-16,3810,3870,3800,3830,182808,ACB
215,2015-11-17,3800,3860,3800,3810,104666,ACB
216,2015-11-18,3810,3830,3800,3830,106123,ACB
217,2015-11-19,3810,3830,3800,3810,149493,ACB
218,2015-11-20,3810,3810,3800,3800,52888,ACB
219,2015-11-23,3800,3800,3760,3770,137973,ACB
220,2015-11-24,3420,3810,3420,3720,104586,ACB
221,2015-11-25,3690,3770,3660,3720,87977,ACB
222,2015-11-26,3700,3760,3700,3720,125075,ACB
223,2015-11-27,3740,3760,3690,3690,159463,ACB
224,2015-11-30,3740,3740,3600,3690,65564,ACB
225,2015-12-01,3700,3700,3630,3690,70757,ACB
226,2015-12-02,3700,3700,3660,3700,175800,ACB
227,2015-12-03,3690,3720,3690,3690,120400,ACB
228,2015-12-04,3690,3700,3650,3690,93512,ACB
229,2015-12-07,3690,3700,3690,3690,106274,ACB
230,2015-12-08,3690,3720,3650,3720,198616,ACB
231,2015-12-09,3690,3720,3690,3720,19516,ACB
232,2015-12-10,3700,3700,3650,3660,53969,ACB
233,2015-12-11,3700,3700,3650,3690,42621,ACB
234,2015-12-14,3650,3690,3600,3690,10348,ACB
235,2015-12-15,3690,3690,3660,3660,185385,ACB
236,2015-12-16,3690,3720,3630,3660,231288,ACB
237,2015-12-17,3660,3700,3660,3700,65682,ACB
238,2015-12-18,3700,3700,3650,3650,61210,ACB
239,2015-12-21,3600,3700,3600,3690,64500,ACB
240,2015-12-22,3690,3690,3660,3660,3990,ACB
241,2015-12-23,3650,3690,3630,3650,99719,ACB
242,2015-12-24,3630,3660,3630,3650,46337,ACB
243,2015-12-25,3630,3660,3630,3650,42647,ACB
244,2015-12-28,3650,3690,3630,3660,31329,ACB
245,2015-12-29,3650,3700,3600,3690,66664,ACB
246,2015-12-30,3690,3700,3650,3700,23229,ACB
247,2015-12-31,3700,3760,3700,3760,49268,ACB
248,2016-01-04,3760,3760,3720,3740,36439,ACB
249,2016-01-05,3720,3720,3660,3690,47676,ACB
250,2016-01-06,3690,3700,3660,3700,40589,ACB
251,2016-01-07,3660,3690,3600,3630,94027,ACB
252,2016-01-08,3600,3630,3600,3630,84809,ACB
253,2016-01-11,3600,3630,3590,3600,37405,ACB
254,2016-01-12,3600,3660,3600,3600,48154,ACB
255,2016-01-13,3660,3660,3600,3600,81357,ACB
256,2016-01-14,3650,3650,3590,3600,315858,ACB
257,2016-01-15,3600,3650,3600,3630,260588,ACB
258,2016-01-18,3510,3590,3510,3530,325887,ACB
259,2016-01-19,3570,3590,3550,3590,71934,ACB
260,2016-01-20,3590,3590,3550,3590,195341,ACB
261,2016-01-21,3590,3590,3510,3590,91172,ACB
262,2016-01-22,3550,3570,3510,3530,29413,ACB
263,2016-01-25,3550,3660,3550,3630,143015,ACB
264,2016-01-26,3630,3630,3550,3600,43819,ACB
265,2016-01-27,3630,3630,3570,3600,154443,ACB
266,2016-01-28,3960,3960,3550,3600,29261,ACB
267,2016-01-29,3590,3600,3570,3600,85979,ACB
268,2016-02-01,3590,3600,3550,3590,158690,ACB
269,2016-02-02,3570,3600,3550,3600,113430,ACB
270,2016-02-03,3600,3600,3590,3600,80000,ACB
271,2016-02-04,3600,3600,3590,3600,120031,ACB
272,2016-02-05,3590,3660,3590,3630,59764,ACB
273,2016-02-15,3600,3650,3570,3600,25161,ACB
274,2016-02-16,3600,3700,3600,3690,114193,ACB
275,2016-02-17,3690,3690,3600,3650,141492,ACB
276,2016-02-18,3630,3700,3630,3650,65316,ACB
277,2016-02-19,3690,3690,3630,3650,162020,ACB
278,2016-02-22,3600,3700,3600,3650,93741,ACB
279,2016-02-23,3660,3700,3650,3650,268334,ACB
280,2016-02-24,3450,3830,3450,3800,613706,ACB
281,2016-02-25,3930,4100,3740,3760,170309,ACB
282,2016-02-26,3760,3770,3740,3770,54693,ACB
283,2016-02-29,3770,3770,3700,3740,192525,ACB
284,2016-03-01,3740,3760,3720,3720,140511,ACB
285,2016-03-02,3720,3720,3690,3700,187244,ACB
286,2016-03-03,3720,3720,3660,3700,209795,ACB
287,2016-03-04,3690,3740,3660,3740,106154,ACB
288,2016-03-07,3700,3760,3700,3760,168692,ACB
289,2016-03-08,3740,3740,3600,3600,349888,ACB
290,2016-03-09,3690,3690,3630,3690,72850,ACB
291,2016-03-10,3660,3690,3650,3660,127860,ACB
292,2016-03-11,3650,3700,3650,3690,38679,ACB
293,2016-03-14,3650,3690,3630,3630,130070,ACB
294,2016-03-15,3720,3720,3630,3650,75369,ACB
295,2016-03-16,3660,3660,3630,3650,85539,ACB
296,2016-03-17,3660,3660,3600,3630,51939,ACB
297,2016-03-18,3600,3650,3600,3630,49217,ACB
298,2016-03-21,3590,3660,3450,3600,48938,ACB
299,2016-03-22,3570,3600,3550,3590,143433,ACB
300,2016-03-23,3570,3590,3530,3570,349539,ACB
301,2016-03-24,3590,3590,3550,3550,60102,ACB
302,2016-03-25,3600,3600,3530,3530,28280,ACB
303,2016-03-28,3570,3570,3510,3530,28313,ACB
304,2016-03-29,3510,3530,3510,3510,72908,ACB
305,2016-03-30,3550,3550,3340,3360,215414,ACB
306,2016-03-31,3490,3490,3420,3470,104162,ACB
307,2016-04-01,3510,3550,3470,3470,125723,ACB
308,2016-04-04,3510,3510,3420,3470,69304,ACB
309,2016-04-05,3450,3450,3420,3420,59056,ACB
310,2016-04-06,3420,3420,3390,3390,164962,ACB
311,2016-04-07,3420,3470,3420,3450,32738,ACB
312,2016-04-08,3470,3510,3450,3510,51607,ACB
313,2016-04-11,3490,3490,3470,3490,49001,ACB
314,2016-04-12,3490,3490,3470,3470,71515,ACB
315,2016-04-13,3470,3470,3420,3440,94770,ACB
316,2016-04-14,3420,3450,3390,3390,89740,ACB
317,2016-04-15,3470,3470,3390,3390,66580,ACB
318,2016-04-19,3450,3450,3360,3390,27773,ACB
319,2016-04-20,3420,3420,3360,3360,73200,ACB
320,2016-04-21,3360,3360,3320,3360,76583,ACB
321,2016-04-22,3320,3450,3320,3450,126434,ACB
322,2016-04-25,3420,3470,3390,3420,19229,ACB
323,2016-04-26,3420,3440,3390,3420,117712,ACB
324,2016-04-27,3440,3440,3390,3390,241006,ACB
325,2016-04-28,3420,3420,3360,3360,39419,ACB
326,2016-04-29,3360,3390,3340,3390,75474,ACB
327,2016-05-04,3360,3420,3340,3390,48056,ACB
328,2016-05-05,3360,3390,3340,3390,151701,ACB
329,2016-05-06,3390,3390,3360,3390,111028,ACB
330,2016-05-09,3390,3420,3360,3420,233846,ACB
331,2016-05-10,3440,3440,3360,3390,92709,ACB
332,2016-05-11,3390,3420,3360,3390,362991,ACB
333,2016-05-12,3420,3630,3420,3570,569423,ACB
334,2016-05-13,3570,3650,3530,3550,303678,ACB
335,2016-05-16,3530,3600,3530,3600,193462,ACB
336,2016-05-17,3600,3650,3570,3600,266987,ACB
337,2016-05-18,3590,3760,3550,3660,520514,ACB
338,2016-05-19,3660,3690,3600,3690,102855,ACB
339,2016-05-20,3600,3690,3590,3630,50349,ACB
340,2016-05-23,3590,3590,3510,3510,144346,ACB
341,2016-05-24,3510,3550,3510,3510,204898,ACB
342,2016-05-25,3510,3550,3490,3490,174731,ACB
343,2016-05-26,3510,3530,3450,3470,373996,ACB
344,2016-05-27,3470,3510,3470,3510,170308,ACB
345,2016-05-30,3530,3530,3490,3510,90100,ACB
346,2016-05-31,3570,3570,3490,3490,190183,ACB
347,2016-06-01,3550,3550,3490,3510,72389,ACB
348,2016-06-02,3490,3530,3490,3510,49600,ACB
349,2016-06-03,3510,3550,3490,3510,94742,ACB
350,2016-06-06,3510,3600,3510,3550,142834,ACB
351,2016-06-07,3550,3550,3530,3550,28025,ACB
352,2016-06-08,3550,3590,3530,3570,42707,ACB
353,2016-06-09,3570,3590,3550,3590,83647,ACB
354,2016-06-10,3570,3630,3570,3600,82355,ACB
355,2016-06-13,3590,3650,3570,3600,138648,ACB
356,2016-06-14,3600,3650,3590,3630,113252,ACB
357,2016-06-15,3630,3630,3600,3630,51430,ACB
358,2016-06-16,3630,3650,3600,3630,135735,ACB
359,2016-06-17,3600,3630,3600,3630,118867,ACB
360,2016-06-20,3600,3650,3600,3650,49716,ACB
361,2016-06-21,3630,3650,3600,3650,130676,ACB
362,2016-06-22,3600,3650,3600,3650,108886,ACB
363,2016-06-23,3600,3650,3600,3650,62511,ACB
364,2016-06-24,3600,3650,3420,3650,153703,ACB
365,2016-06-27,3490,3630,3490,3630,102503,ACB
366,2016-06-28,3530,3600,3530,3600,18644,ACB
367,2016-06-29,3550,3600,3550,3600,65672,ACB
368,2016-06-30,3600,3600,3570,3600,20698,ACB
369,2016-07-01,3550,3600,3530,3600,160733,ACB
370,2016-07-04,3550,3550,3490,3510,289840,ACB
371,2016-07-05,3510,3550,3470,3510,224536,ACB
372,2016-07-06,3510,3510,3470,3510,119879,ACB
373,2016-07-07,3510,3590,3510,3550,46124,ACB
374,2016-07-08,3550,3550,3510,3550,213318,ACB
375,2016-07-11,3530,3550,3510,3510,256181,ACB
376,2016-07-12,3510,3510,3470,3510,26771,ACB
377,2016-07-13,3530,3690,3510,3600,437147,ACB
378,2016-07-14,3600,3700,3600,3600,855293,ACB
379,2016-07-15,3660,3660,3590,3600,218899,ACB
380,2016-07-18,3550,3590,3510,3590,59135,ACB
381,2016-07-19,3590,3590,3440,3510,465733,ACB
382,2016-07-20,3510,3510,3470,3510,109114,ACB
383,2016-07-21,3530,3550,3470,3470,115206,ACB
384,2016-07-22,3470,3470,3440,3440,70617,ACB
385,2016-07-25,3440,3470,3420,3440,73600,ACB
386,2016-07-26,3440,3450,3390,3390,143345,ACB
387,2016-07-27,3390,3440,3390,3390,59291,ACB
388,2016-07-28,3420,3420,3390,3390,33402,ACB
389,2016-07-29,3390,3440,3390,3440,138157,ACB
390,2016-08-01,3420,3440,3390,3390,39056,ACB
391,2016-08-02,3390,3390,3320,3320,76750,ACB
392,2016-08-03,3320,3320,3280,3280,75348,ACB
393,2016-08-04,3320,3360,3300,3320,110262,ACB
394,2016-08-05,3320,3360,3300,3340,70318,ACB
395,2016-08-08,3340,3340,3300,3340,69544,ACB
396,2016-08-09,3340,3360,3320,3340,32488,ACB
397,2016-08-10,3360,3360,3320,3360,136283,ACB
398,2016-08-11,3360,3360,3340,3360,16038,ACB
399,2016-08-12,3390,3390,3340,3360,48499,ACB
400,2016-08-15,3340,3360,3320,3320,39933,ACB
401,2016-08-16,3320,3420,3320,3390,106540,ACB
402,2016-08-17,3390,3390,3340,3360,117280,ACB
403,2016-08-18,3360,3420,3340,3340,113815,ACB
404,2016-08-19,3340,3340,3320,3340,126316,ACB
405,2016-08-22,3320,3340,3320,3320,64989,ACB
406,2016-08-23,3320,3340,3300,3340,100523,ACB
407,2016-08-24,3340,3360,3320,3320,53493,ACB
408,2016-08-25,3340,3390,3320,3390,86057,ACB
409,2016-08-26,3320,3390,3320,3390,74750,ACB
410,2016-08-29,3390,3390,3390,3390,133815,ACB
411,2016-08-30,3390,3390,3390,3390,55861,ACB
412,2016-08-31,3390,3420,3390,3420,192835,ACB
413,2016-09-01,3420,3420,3390,3390,81398,ACB
414,2016-09-05,3390,3390,3360,3390,78738,ACB
415,2016-09-06,3390,3390,3390,3390,100607,ACB
416,2016-09-07,3390,3390,3360,3390,37441,ACB
417,2016-09-08,3360,3390,3340,3390,38923,ACB
418,2016-09-09,3280,3390,3280,3360,9453,ACB
419,2016-09-12,3340,3340,3300,3340,137291,ACB
420,2016-09-13,3320,3340,3300,3320,76695,ACB
421,2016-09-14,3320,3320,3280,3300,151529,ACB
422,2016-09-15,3280,3300,3250,3280,160591,ACB
423,2016-09-16,3250,3280,3230,3280,120039,ACB
424,2016-09-19,3260,3280,3250,3250,39590,ACB
425,2016-09-20,3250,3280,3230,3250,117888,ACB
426,2016-09-21,3250,3360,3250,3300,181530,ACB
427,2016-09-22,3320,3320,3280,3280,52251,ACB
428,2016-09-23,3260,3300,3260,3300,54315,ACB
429,2016-09-26,3300,3300,3260,3260,55181,ACB
430,2016-09-27,3250,3300,3250,3280,112486,ACB
431,2016-09-28,3260,3450,3260,3450,960835,ACB
432,2016-09-29,3470,3490,3450,3470,413417,ACB
433,2016-09-30,3470,3490,3440,3470,281903,ACB
434,2016-10-03,3490,3660,3470,3530,584999,ACB
435,2016-10-04,3530,3690,3530,3630,728172,ACB
436,2016-10-05,3630,3740,3630,3700,650032,ACB
437,2016-10-06,3720,3720,3650,3700,445683,ACB
438,2016-10-07,3660,3690,3550,3600,474856,ACB
439,2016-10-10,3600,3660,3590,3600,595489,ACB
440,2016-10-11,3600,3660,3590,3600,325562,ACB
441,2016-10-12,3630,3760,3600,3660,742105,ACB
442,2016-10-13,3650,3700,3650,3690,297562,ACB
443,2016-10-14,3690,3700,3660,3660,399942,ACB
444,2016-10-17,3650,3650,3630,3630,379894,ACB
445,2016-10-18,3630,3650,3600,3650,383550,ACB
446,2016-10-19,3650,3760,3650,3720,894546,ACB
447,2016-10-20,3720,3740,3660,3700,176834,ACB
448,2016-10-21,3700,3700,3660,3690,115481,ACB
449,2016-10-24,3660,3690,3600,3600,435877,ACB
450,2016-10-25,3600,3650,3570,3650,228430,ACB
451,2016-10-26,3650,3650,3600,3630,123409,ACB
452,2016-10-27,3630,3650,3600,3650,184931,ACB
453,2016-10-28,3630,3690,3600,3690,109185,ACB
454,2016-10-31,3660,3690,3600,3600,200973,ACB
455,2016-11-01,3600,3660,3600,3650,246218,ACB
456,2016-11-02,3630,3650,3600,3630,74747,ACB
457,2016-11-03,3630,3630,3570,3600,263536,ACB
458,2016-11-04,3600,3600,3590,3600,51973,ACB
459,2016-11-07,3600,3630,3590,3630,140965,ACB
460,2016-11-08,3630,3630,3600,3600,240477,ACB
461,2016-11-09,3600,3600,3420,3550,510554,ACB
462,2016-11-10,3550,3650,3550,3630,149865,ACB
463,2016-11-11,3630,3650,3600,3630,180044,ACB
464,2016-11-14,3630,3630,3600,3600,189722,ACB
465,2016-11-15,3650,3650,3600,3630,147050,ACB
466,2016-11-16,3630,3630,3590,3590,165430,ACB
467,2016-11-17,3600,3630,3600,3600,216720,ACB
468,2016-11-18,3600,3600,3590,3590,232504,ACB
469,2016-11-21,3630,3650,3600,3600,45941,ACB
470,2016-11-22,3630,3630,3600,3630,289066,ACB
471,2016-11-23,3630,3660,3630,3660,184640,ACB
472,2016-11-24,3660,3690,3650,3690,154688,ACB
473,2016-11-25,3630,3690,3630,3690,179786,ACB
474,2016-11-28,3690,3700,3630,3630,110554,ACB
475,2016-11-29,3600,3630,3600,3630,234984,ACB
476,2016-11-30,3600,3650,3600,3630,151350,ACB
477,2016-12-01,3670,3770,3670,3750,381829,ACB
478,2016-12-02,3750,3750,3650,3690,71031,ACB
479,2016-12-05,3710,3710,3650,3650,49063,ACB
480,2016-12-06,3690,3710,3560,3560,239780,ACB
481,2016-12-07,3560,3560,3460,3500,226091,ACB
482,2016-12-08,3590,3590,3500,3500,220042,ACB
483,2016-12-09,3520,3590,3500,3560,103048,ACB
484,2016-12-12,3560,3560,3520,3540,30478,ACB
485,2016-12-13,3540,3540,3460,3460,125191,ACB
486,2016-12-14,3500,3540,3460,3460,93783,ACB
487,2016-12-15,3460,3540,3460,3480,141933,ACB
488,2016-12-16,3540,3590,3500,3590,112809,ACB
489,2016-12-19,3630,3630,3540,3540,232663,ACB
490,2016-12-20,3560,3560,3520,3540,273119,ACB
491,2016-12-21,3560,3790,3560,3730,939567,ACB
492,2016-12-22,3730,3750,3650,3710,430272,ACB
493,2016-12-23,3650,3710,3590,3600,390028,ACB
494,2016-12-26,3630,3710,3600,3710,142239,ACB
495,2016-12-27,3650,3710,3630,3630,320223,ACB
496,2016-12-28,3670,3670,3650,3650,220675,ACB
