,time,open,high,low,close,volume,ticker
382,2016-07-20,5300,5300,5230,5300,5930,CMG
383,2016-07-21,5230,5300,5230,5300,860,CMG
384,2016-07-22,5230,5340,5230,5340,54290,CMG
385,2016-07-25,5300,5490,5300,5490,10480,CMG
386,2016-07-26,5230,5420,5230,5420,17110,CMG
387,2016-07-27,5150,5380,5150,5340,70,CMG
388,2016-07-28,5300,5300,5110,5110,1090,CMG
389,2016-07-29,5110,5450,5110,5450,22660,CMG
390,2016-08-01,5450,5450,5300,5420,8360,CMG
391,2016-08-02,5150,5420,5150,5420,4150,CMG
392,2016-08-03,5190,5380,5150,5380,620,CMG
393,2016-08-04,5420,5420,5300,5340,1730,CMG
394,2016-08-05,5260,5490,5260,5490,13570,CMG
395,2016-08-08,5450,5490,5450,5490,1210,CMG
396,2016-08-09,5300,5520,5300,5520,3540,CMG
397,2016-08-10,5490,5520,5490,5490,13740,CMG
398,2016-08-11,5730,5730,5490,5570,5200,CMG
399,2016-08-12,5650,5650,5530,5570,5380,CMG
400,2016-08-15,5530,5570,5490,5570,10640,CMG
401,2016-08-16,5650,5650,5370,5570,40560,CMG
402,2016-08-17,5570,5570,5450,5570,2080,CMG
403,2016-08-18,5530,5530,5530,5530,50,CMG
404,2016-08-19,5490,5530,5450,5450,22680,CMG
405,2016-08-22,5650,5650,5410,5450,4070,CMG
406,2016-08-23,5410,5490,5410,5490,11280,CMG
407,2016-08-24,5530,5530,5490,5530,5090,CMG
408,2016-08-25,5370,5530,5370,5530,9630,CMG
409,2016-08-26,5450,5490,5450,5490,25340,CMG
410,2016-08-29,5530,5850,5530,5850,88950,CMG
411,2016-08-30,6010,6010,5570,5850,69670,CMG
412,2016-08-31,5770,6010,5610,5970,25490,CMG
413,2016-09-01,5970,5970,5850,5890,21060,CMG
414,2016-09-05,5890,5970,5850,5850,51470,CMG
415,2016-09-06,5850,5850,5850,5850,23130,CMG
416,2016-09-07,5850,6010,5850,6010,112340,CMG
417,2016-09-08,6090,6410,6090,6410,225710,CMG
418,2016-09-09,6610,6730,6450,6650,224540,CMG
419,2016-09-12,6770,6970,6330,6610,129390,CMG
420,2016-09-13,6490,6610,6450,6610,53960,CMG
421,2016-09-14,6610,6650,6450,6570,47420,CMG
422,2016-09-15,6570,6730,6530,6530,32410,CMG
423,2016-09-16,6530,6570,6410,6530,22730,CMG
424,2016-09-19,6450,6570,6450,6450,34700,CMG
425,2016-09-20,6450,6510,6290,6290,71280,CMG
426,2016-09-21,6410,6410,6170,6330,30660,CMG
427,2016-09-22,6170,6530,6170,6450,26950,CMG
428,2016-09-23,6410,6530,6410,6530,44600,CMG
429,2016-09-26,6530,6610,6450,6530,72960,CMG
430,2016-09-27,6530,6930,6530,6810,127770,CMG
431,2016-09-28,6810,6890,6810,6810,56260,CMG
432,2016-09-29,6810,6850,6410,6810,27300,CMG
433,2016-09-30,6810,6810,6490,6810,125560,CMG
434,2016-10-03,6770,6810,6570,6810,12240,CMG
435,2016-10-04,6610,6770,6530,6530,48970,CMG
436,2016-10-05,6530,6730,6470,6690,8130,CMG
437,2016-10-06,6690,6690,6490,6650,7710,CMG
438,2016-10-07,6530,6530,6410,6530,45980,CMG
439,2016-10-10,6530,6570,6410,6410,50460,CMG
440,2016-10-11,6410,6410,6330,6410,3780,CMG
441,2016-10-12,6410,6410,5990,6410,82380,CMG
442,2016-10-13,6370,6410,6350,6410,4430,CMG
443,2016-10-14,6410,6410,6130,6410,9210,CMG
444,2016-10-17,6330,6530,6330,6370,70410,CMG
445,2016-10-18,6370,6370,6370,6370,5060,CMG
446,2016-10-19,6290,6610,6210,6370,21760,CMG
447,2016-10-20,6210,6210,6210,6210,330,CMG
448,2016-10-21,6610,6610,6210,6210,8520,CMG
449,2016-10-24,6230,6450,6230,6410,8040,CMG
450,2016-10-25,6210,6370,6210,6370,14060,CMG
451,2016-10-26,6050,6350,6050,6310,6920,CMG
452,2016-10-27,6210,6330,6010,6330,4960,CMG
453,2016-10-28,6370,6370,6370,6370,70,CMG
454,2016-10-31,6370,6410,6050,6370,300,CMG
455,2016-11-01,6090,6370,6010,6370,1180,CMG
456,2016-11-02,6370,6370,6370,6370,0,CMG
457,2016-11-03,5970,6330,5970,6330,30,CMG
458,2016-11-04,6330,6330,6330,6330,0,CMG
459,2016-11-07,6330,6330,6330,6330,0,CMG
460,2016-11-08,6330,6330,6330,6330,1040,CMG
461,2016-11-09,6430,6430,6030,6330,320,CMG
462,2016-11-10,6330,6330,6330,6330,0,CMG
463,2016-11-11,5930,6290,5930,6290,1920,CMG
464,2016-11-14,6210,6210,6210,6210,250,CMG
465,2016-11-15,6330,6330,6190,6210,6640,CMG
466,2016-11-16,5970,6210,5970,6210,260,CMG
467,2016-11-17,6210,6210,6170,6170,1020,CMG
468,2016-11-18,6010,6130,6010,6130,3200,CMG
469,2016-11-21,6130,6130,5730,6130,21040,CMG
470,2016-11-22,6090,6090,5970,5970,5320,CMG
471,2016-11-23,6370,6370,6290,6290,310,CMG
472,2016-11-24,5970,6210,5970,5990,17120,CMG
473,2016-11-25,5990,6370,5990,6130,30110,CMG
474,2016-11-28,5810,6010,5810,6010,31470,CMG
475,2016-11-29,6130,6130,6130,6130,4010,CMG
476,2016-11-30,6050,6170,6050,6130,20940,CMG
477,2016-12-01,5950,6130,5950,6130,1000,CMG
478,2016-12-02,5970,5970,5970,5970,210,CMG
479,2016-12-05,6370,6370,5690,6170,2410,CMG
480,2016-12-06,6010,6010,6010,6010,2020,CMG
481,2016-12-07,6010,6010,5810,6010,220,CMG
482,2016-12-08,6010,6210,6010,6170,3970,CMG
483,2016-12-09,5810,5810,5810,5810,4110,CMG
484,2016-12-12,5610,5930,5610,5930,620,CMG
485,2016-12-13,6010,6010,5730,5730,4300,CMG
486,2016-12-14,5810,5970,5810,5970,7220,CMG
487,2016-12-15,6170,6170,6170,6170,10,CMG
488,2016-12-16,6010,6010,6010,6010,1940,CMG
489,2016-12-19,6010,6010,6010,6010,10,CMG
490,2016-12-20,6010,6010,6010,6010,0,CMG
491,2016-12-21,6210,6210,5930,6050,2020,CMG
492,2016-12-22,6050,6050,6050,6050,0,CMG
493,2016-12-23,5770,5990,5770,5990,610,CMG
494,2016-12-26,5750,6350,5750,6130,5380,CMG
495,2016-12-27,6050,6050,6010,6010,1660,CMG
496,2016-12-28,5810,5970,5730,5970,2200,CMG
497,2016-12-29,5930,5930,5930,5930,100,CMG
498,2016-12-30,5650,6130,5650,6010,21990,CMG
499,2017-01-03,6010,6010,6010,6010,0,CMG
